from_id,rel_type,to_id
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
,BELONGS_TO,
yoruba-proverb-001,BELONGS_TO,
yoruba-proverb-002,BELONGS_TO,
yoruba-proverb-003,BELONGS_TO,
yoruba-proverb-004,BELONGS_TO,
yoruba-proverb-005,BELONGS_TO,
yoruba-proverb-006,BELONGS_TO,
yoruba-proverb-007,BELONGS_TO,
yoruba-proverb-008,BELONGS_TO,
yoruba-proverb-009,BELONGS_TO,
yoruba-proverb-010,BELONGS_TO,
